"Classe","Num","Mahalanobis Distance","Outlier","Área","Perímetro","Comprimento do núcleo","Largura do núcleo","Coeficiente de assimetria","Comprimento de kernel","Taxa de diâmetro equivalente"
"Osmancik","1722",697.973,"TRUE",11955,454.0859985,196.8355255,78.12479401,0.91786015,12127,0.558123231
"Osmancik","1723",23.513,"TRUE",12571,453.3370056,188.7025452,86.54855347,0.888616621,12847,0.791824162
"Osmancik","1728",95.588,"TRUE",10335,416.8500061,178.7991943,74.70861053,0.908522785,10504,0.711531818
"Cammeo","173",17.373,"TRUE",17442,539.776001,228.5934753,98.19204712,0.903043628,17698,0.576252162
"Osmancik","1731",22.709,"TRUE",12243,449.6809998,182.0261993,87.13170624,0.877991199,12744,0.778569162
"Osmancik","1735",312.32,"TRUE",10151,420.8999939,181.995575,72.09951019,0.918181121,10407,0.521634102
"Cammeo","174",36.005,"TRUE",17082,548.4459839,230.1887207,95.75758362,0.909366429,17576,0.592466712
"Osmancik","1742",67.707,"TRUE",11168,440.8630066,182.7832794,79.52693176,0.900387645,11628,0.547102332
"Osmancik","1747",197.97,"TRUE",13259,464.4079895,198.2115173,85.81574249,0.901417792,13445,0.582045674
"Osmancik","1748",21.543,"TRUE",12031,446.9899902,178.5896454,88.8414917,0.867486,12425,0.580450594
"Osmancik","1751",31.263,"TRUE",12723,460.8800049,185.7547455,89.16934967,0.877247632,13302,0.674996018
"Osmancik","1752",29.497,"TRUE",12190,440.6820068,185.8561859,83.88790131,0.892342329,12349,0.583980083
"Osmancik","1754",104.659,"TRUE",12994,460.9450073,195.2210999,86.21172333,0.897206783,13196,0.815386534
"Osmancik","1756",326.089,"TRUE",12590,463.776001,197.3787384,82.6856842,0.908023655,12880,0.606542349
"Osmancik","1757",61.729,"TRUE",10369,402.9830017,159.2870331,84.89051056,0.846152723,10723,0.637543023
"Osmancik","1761",30.089,"TRUE",9753,402.57901,170.6141815,73.31348419,0.902970135,10028,0.564213812
"Osmancik","1762",208.777,"TRUE",11350,445.9110107,187.8549194,78.40882111,0.908727348,11771,0.670566022
"Osmancik","1763",97.555,"TRUE",13693,474.7520142,198.1157532,89.03109741,0.893336058,14050,0.597634435
"Osmancik","1766",30.584,"TRUE",8813,387.7210083,164.1777039,68.98608398,0.907435417,9005,0.73736614
"Osmancik","1773",17.872,"TRUE",11626,420.7890015,168.4697113,89.07519531,0.848789334,11857,0.636343718
"Osmancik","1789",28.513,"TRUE",13002,465.1799927,191.2966461,87.92189789,0.888120711,13345,0.735740125
"Cammeo","179",92.55,"TRUE",14019,475.7550049,194.5179291,92.81695557,0.87881428,14308,0.591119945
"Osmancik","1790",28.528,"TRUE",11772,434.0859985,183.5883179,82.08576965,0.894474626,11937,0.650998175
"Osmancik","1796",25.925,"TRUE",11528,433.3479919,182.1139526,81.49728394,0.894280374,11777,0.785393119
"Osmancik","1800",43.253,"TRUE",11144,410.3439941,164.0940704,87.66368103,0.845340252,11378,0.63383007
"Osmancik","1801",82.605,"TRUE",11696,443.5280151,186.5877228,80.95197296,0.900982797,11952,0.739130437
"Osmancik","1811",24.459,"TRUE",10536,412.5069885,162.7202911,84.6243515,0.854129553,10974,0.685937524
"Osmancik","1812",98.679,"TRUE",10066,413.2829895,177.3069,73.48820496,0.910063446,10262,0.546411872
"Osmancik","1815",99.951,"TRUE",11074,426.5249939,182.8318939,77.69914246,0.905204654,11291,0.744821072
"Osmancik","1818",20.878,"TRUE",12275,454.6929932,181.8712921,87.00899506,0.878136754,12709,0.692681015
"Osmancik","1819",39.6,"TRUE",13111,467.6210022,193.5677185,88.06787109,0.890505791,13456,0.619173527
"Cammeo","182",38.74,"TRUE",14806,509.3760071,214.1424255,89.6917038,0.908059418,15594,0.708794117
"Osmancik","1821",127.932,"TRUE",10831,425.6010132,182.2354584,76.19515991,0.908394694,11017,0.588641286
"Osmancik","1822",48.585,"TRUE",10878,423.7929993,179.8469391,77.79789734,0.901596367,11015,0.580160022
"Osmancik","1823",19.455,"TRUE",11166,414.8900146,165.7387848,87.03055573,0.85103637,11478,0.670953035
"Osmancik","1825",25.984,"TRUE",8810,384.7470093,164.3539429,68.90158081,0.907881498,8987,0.587568343
"Osmancik","1827",22.571,"TRUE",10724,421.697998,168.3685303,83.73532867,0.867559373,10988,0.594456792
"Osmancik","1833",85.194,"TRUE",10271,415.5390015,177.8222351,74.39627838,0.908274651,10422,0.566082478
"Osmancik","1837",28.019,"TRUE",11756,438.7749939,184.1353455,82.26663971,0.894647539,11969,0.656759799
"Osmancik","1843",46.768,"TRUE",10774,428.7999878,179.6996613,77.92175293,0.901094794,11033,0.716546953
"Osmancik","1845",812.95,"TRUE",10360,427.3320007,187.5741882,70.72579193,0.926190853,10525,0.543233156
"Osmancik","1850",29.627,"TRUE",11923,437.9389954,184.9996643,83.11607361,0.893392563,12093,0.762340128
"Osmancik","1860",357.533,"TRUE",10222,423.4970093,182.8002472,72.1242981,0.91887337,10421,0.820385218
"Osmancik","1864",32.874,"TRUE",9028,390.4419861,165.4956818,69.93974304,0.906312704,9260,0.772284031
"Osmancik","1866",23.032,"TRUE",12558,439.776001,173.4427643,93.39813995,0.842628419,12804,0.638888896
"Osmancik","1870",20.053,"TRUE",10085,412.1350098,172.9621124,75.26065826,0.900368571,10351,0.698310494
"Osmancik","1873",137.302,"TRUE",11572,418.6289978,164.1232605,90.98297119,0.832278609,11861,0.66163522
"Osmancik","1880",102.184,"TRUE",15420,503.4599915,206.0565491,96.4172821,0.883772612,15800,0.584622383
"Osmancik","1883",54.209,"TRUE",10392,416.4890137,177.3663483,75.56694794,0.904699564,10559,0.562459409
"Osmancik","1884",32.536,"TRUE",9359,395.9880066,168.2939453,71.10741425,0.90635401,9555,0.575159788
"Osmancik","1885",50.415,"TRUE",10367,413.9599915,176.5665131,75.28862,0.904532969,10529,0.560378373
"Osmancik","1886",19.394,"TRUE",11652,428.8080139,169.5898895,89.57380676,0.849133134,12067,0.737001896
"Osmancik","1887",88.352,"TRUE",11211,410.5759888,162.8713989,88.59012604,0.839132667,11408,0.643422842
"Osmancik","1888",65.09,"TRUE",11525,433.7810059,184.4233398,80.16662598,0.900581062,11697,0.612706006
"Cammeo","189",280.848,"TRUE",13684,464.5660095,189.5310516,92.90573883,0.871617079,13928,0.605647504
"Osmancik","1899",23.608,"TRUE",12624,451.7569885,188.2363586,86.35598755,0.888558388,12878,0.809023321
"Osmancik","1901",118.722,"TRUE",12531,459.3059998,192.8181915,84.02542877,0.900055408,12846,0.561726749
"Osmancik","1904",119.533,"TRUE",12469,446.8410034,191.3866577,83.25487518,0.900426209,12625,0.59145242
"Osmancik","1908",63.856,"TRUE",9843,383.1159973,154.9503174,81.35683441,0.851070702,10024,0.702268839
"Osmancik","1912",36.247,"TRUE",11341,437.5660095,181.9034424,80.57669067,0.89653939,11669,0.76628381
"Osmancik","1913",44.298,"TRUE",12960,460.8670044,191.5177002,86.79779053,0.891403615,13211,0.588235319
"Osmancik","1917",141.246,"TRUE",13049,469.5379944,196.4661713,85.99484253,0.899117112,13409,0.72700429
"Cammeo","192",20.423,"TRUE",15475,511.7969971,220.4769287,90.20722961,0.91246897,15734,0.827318907
"Osmancik","1921",291.103,"TRUE",12311,450.3349915,194.4467468,81.31934357,0.908350885,12441,0.556555152
"Osmancik","1926",46.053,"TRUE",12771,449.2600098,190.3573914,85.92546082,0.892326653,12939,0.776069522
"Osmancik","1927",50.453,"TRUE",12213,450.2189941,188.3167877,83.71768951,0.895750165,12447,0.717989445
"Osmancik","1929",17.909,"TRUE",11846,437.3469849,182.6288147,82.91296387,0.891003132,12019,0.579323173
"Osmancik","1936",71.245,"TRUE",12076,452.5429993,188.3591614,82.79437256,0.898215294,12367,0.705868602
"Osmancik","1939",30.998,"TRUE",10191,419.57901,174.7342377,75.53466797,0.901737928,10470,0.627331495
"Osmancik","1940",45.925,"TRUE",12406,449.7139893,188.5073853,84.51765442,0.893857121,12602,0.79832691
"Osmancik","1941",43.495,"TRUE",12249,456.2489929,188.5509186,84.3818512,0.894269824,12578,0.653419375
"Osmancik","1942",23.365,"TRUE",11394,416.1629944,167.2689819,88.10797119,0.850023866,11543,0.784224629
"Osmancik","1946",44.479,"TRUE",12235,443.4559937,187.6625366,83.75172424,0.894888878,12442,0.658326626
"Osmancik","1949",51.477,"TRUE",12906,461.2030029,191.5436707,86.72735596,0.891621709,13272,0.73832953
"Cammeo","195",20.455,"TRUE",14232,505.8850098,214.1028748,86.41410828,0.914931059,14702,0.52602011
"Osmancik","1955",19.677,"TRUE",10304,416.5610046,174.274231,76.18439484,0.899387479,10541,0.612240076
"Osmancik","1958",21.339,"TRUE",11682,423.3739929,168.3994904,89.37419128,0.847542703,11963,0.715808809
"Osmancik","1959",67.391,"TRUE",13043,442.4979858,173.8036346,96.69750977,0.830940902,13278,0.647648811
"Osmancik","1961",110.963,"TRUE",12569,454.1040039,192.0917206,83.93650818,0.899480641,12811,0.566783905
"Osmancik","1967",18.198,"TRUE",10236,398.5379944,160.8490143,82.49160004,0.858477592,10392,0.795647085
"Osmancik","1972",23.13,"TRUE",8499,370.4460144,156.0722809,70.63035583,0.891739547,8648,0.761559129
"Osmancik","1973",38.629,"TRUE",12231,450.5589905,187.5421448,84.0381012,0.893982172,12504,0.707157731
"Osmancik","1975",36.574,"TRUE",10023,413.20401,173.62323,74.24060059,0.903969944,10221,0.579732776
"Osmancik","1977",23.549,"TRUE",11219,433.7130127,180.3164215,80.25337982,0.895495892,11485,0.700487018
"Osmancik","1978",20.033,"TRUE",12759,455.3150024,188.1911774,87.08290863,0.886495948,13082,0.675079346
"Osmancik","1982",63.619,"TRUE",11601,416.6459961,165.7809906,89.89610291,0.840211928,11782,0.645216882
"Osmancik","1988",216.542,"TRUE",11718,427.1459961,164.7481995,93.12975311,0.824895382,12155,0.720309794
"Cammeo","199",39.202,"TRUE",15569,528.7890015,221.5768433,90.98238373,0.911809623,16286,0.565692902
"Osmancik","1991",138.505,"TRUE",10020,411.6109924,177.4746552,72.4375,0.912911832,10217,0.547421336
"Osmancik","1992",18.914,"TRUE",11490,421.1669922,167.7101135,88.55627441,0.849224627,11793,0.755424082
"Osmancik","1999",21.309,"TRUE",8702,381.2059937,160.7188263,69.73334503,0.900968671,8924,0.641173005
"Cammeo","200",21.177,"TRUE",15684,513.8909912,221.9453278,90.82513428,0.912434399,15944,0.782010376
"Cammeo","201",40.134,"TRUE",14622,481.6159973,200.0535583,94.38363647,0.881709993,14845,0.608945549
"Osmancik","2010",21.235,"TRUE",10986,425.1270142,172.678833,83.54908752,0.875155926,11450,0.729918301
"Osmancik","2015",36.535,"TRUE",10173,406.9660034,174.5035858,74.86865234,0.903286517,10342,0.762708068
"Osmancik","2016",47.872,"TRUE",11708,433.6650085,184.3030853,81.25191498,0.897575736,11888,0.611703217
"Osmancik","2019",87.125,"TRUE",11908,447.6340027,187.8211365,81.94850922,0.899795711,12287,0.580311894
"Osmancik","2020",1089.413,"TRUE",13039,480.1109924,205.8575745,81.43621063,0.918425083,13288,0.576309383
"Osmancik","2022",466.788,"TRUE",11467,448.6830139,192.0872345,77.16972351,0.915752411,11739,0.569788814
"Osmancik","2023",110.756,"TRUE",12277,450.3259888,190.7417755,82.85999298,0.90071559,12482,0.763400078
"Osmancik","2026",20.192,"TRUE",10806,408.6759949,163.7159424,85.63248444,0.852298796,11069,0.611441195
"Cammeo","203",20.405,"TRUE",14017,491.0979919,212.42836,84.69094849,0.917090118,14287,0.762124836
"Osmancik","2031",18.202,"TRUE",9070,375.0939941,156.9848938,74.22942352,0.881145954,9233,0.737398386
"Osmancik","2033",47.31,"TRUE",11741,445.980011,184.4162598,82.47528076,0.894422233,12215,0.570394456
"Osmancik","2034",55.58,"TRUE",11693,446.4840088,185.6515961,81.7223053,0.8979038,12064,0.572793186
"Cammeo","204",17.955,"TRUE",11513,438.625,189.7222137,77.68550873,0.912323713,11736,0.684238672
"Osmancik","2041",139.31,"TRUE",12262,443.1669922,190.6796417,82.1251297,0.902496636,12404,0.61816901
"Osmancik","2042",32.107,"TRUE",9911,390.4599915,157.0979462,81.44798279,0.855105817,10178,0.73133117
"Osmancik","2044",32.613,"TRUE",8628,372.3340149,157.3330383,70.12502289,0.895177007,8782,0.602640212
"Osmancik","2045",43.332,"TRUE",11921,422.3590088,168.4995422,91.07193756,0.841351867,12169,0.65905571
"Osmancik","2053",67.888,"TRUE",11721,442.3500061,186.2523346,81.25922394,0.899808228,11950,0.577787638
"Osmancik","2056",23.134,"TRUE",11490,445.6860046,179.8617554,83.7257309,0.885047615,12020,0.568924546
"Osmancik","2057",53.575,"TRUE",11614,437.6560059,184.9021301,81.87991333,0.896606386,11812,0.818117797
"Osmancik","2059",103.418,"TRUE",11891,446.4070129,189.0554657,81.9135437,0.901260376,12125,0.551914573
"Osmancik","2066",174.251,"TRUE",11273,432.6549988,185.8927917,77.61039734,0.908676565,11440,0.619736135
"Osmancik","2074",94.838,"TRUE",13667,463.8420105,197.3556519,88.58672333,0.893597841,13829,0.634523451
"Osmancik","2075",119.175,"TRUE",12274,453.1289978,190.9840393,82.71131134,0.901355624,12466,0.560354292
"Cammeo","208",245.795,"TRUE",17180,547.2150269,238.4350891,93.01494598,0.920769989,17517,0.572208881
"Osmancik","2080",39.689,"TRUE",14153,480.321991,196.9782715,92.79872894,0.882073641,14555,0.772122204
"Osmancik","2088",33.07,"TRUE",11149,411.3089905,164.672287,87.50299072,0.847135723,11393,0.75921005
"Osmancik","2090",121.312,"TRUE",12476,452.7579956,192.3231201,83.67256927,0.900400281,12654,0.806411982
"Osmancik","2098",22.195,"TRUE",10523,429.0570068,173.8842621,78.85678864,0.891255498,11003,0.586566329
"Cammeo","210",30.243,"TRUE",13925,478.2900085,196.5747681,91.43114471,0.885246873,14323,0.662779629
"Osmancik","2105",23.366,"TRUE",10567,398.5920105,161.4571533,83.76702118,0.854884148,10720,0.641123652
"Osmancik","2116",22.307,"TRUE",9017,378.7909851,155.3697205,74.75442505,0.876644373,9290,0.664088964
"Osmancik","2120",40.573,"TRUE",11251,431.7090149,181.7895813,79.8299408,0.898421705,11408,0.562268853
"Osmancik","2121",27.977,"TRUE",11489,447.2369995,182.1021271,82.12137604,0.892542481,11913,0.559456587
"Osmancik","2124",98.772,"TRUE",10787,401.2550049,160.0178833,86.63780212,0.840748608,11010,0.658346057
"Osmancik","2128",19.404,"TRUE",14092,466.447998,185.1782379,98.08610535,0.84819454,14434,0.663840234
"Osmancik","2131",27.368,"TRUE",12899,462.2690125,190.4305267,87.37380981,0.88852793,13132,0.682956517
"Osmancik","2138",22.103,"TRUE",11665,435.7059937,182.7518921,81.97319794,0.893758178,11895,0.645902574
"Osmancik","2146",37.332,"TRUE",11859,436.2529907,184.635376,82.1749115,0.895497799,12049,0.64813906
"Osmancik","2149",143.794,"TRUE",12279,455.4150085,191.6533356,82.47570038,0.90266788,12549,0.592044353
"Cammeo","215",333.351,"TRUE",14050,481.2510071,191.8238525,95.06197357,0.86856854,14600,0.607698977
"Osmancik","2153",128.831,"TRUE",12339,453.2640076,191.5043793,82.77468872,0.901761532,12534,0.618930578
"Osmancik","2154",71.365,"TRUE",11792,443.9110107,186.1972351,81.23108673,0.899818897,12012,0.625338078
"Osmancik","2158",19.613,"TRUE",12188,434.2130127,171.7588959,91.43890381,0.846513152,12529,0.62196368
"Osmancik","2165",17.695,"TRUE",10491,411.9949951,174.7058105,77.03625488,0.897532403,10658,0.767615438
"Osmancik","2171",86.019,"TRUE",11107,408.4580078,162.1762848,87.87323761,0.840483069,11330,0.661130965
"Osmancik","2174",18.378,"TRUE",13415,464.2929993,191.9577789,89.88296509,0.88359952,13660,0.580660522
"Osmancik","2175",46.511,"TRUE",12868,454.8590088,191.5861511,86.5089035,0.892250657,13082,0.786744952
"Osmancik","2177",78.104,"TRUE",12918,459.8280029,193.3465729,86.05883026,0.895480156,13179,0.776695549
"Osmancik","2178",112.849,"TRUE",12260,453.2380066,190.8468628,83.03070831,0.900399268,12586,0.788323045
"Osmancik","2180",53.357,"TRUE",12881,457.7839966,192.6271667,86.60134888,0.893239975,13109,0.57203126
"Osmancik","2181",88.541,"TRUE",12624,452.7319946,192.1109619,84.61237335,0.897784531,12791,0.565591395
"Osmancik","2184",458.941,"TRUE",11271,404.4639893,158.9888306,91.3405838,0.818497956,11462,0.670095146
"Osmancik","2193",39.692,"TRUE",11523,441.4030151,183.0505981,81.27246094,0.896032214,11815,0.782812476
"Osmancik","2195",116.645,"TRUE",10246,419.9500122,178.9237061,74.24162292,0.909851253,10525,0.777862132
"Osmancik","2198",295.582,"TRUE",13340,474.6820068,201.3853302,85.88858795,0.904492855,13603,0.701662123
"Osmancik","2199",33.693,"TRUE",11387,434.7929993,182.1069336,80.46818542,0.897077501,11612,0.564719319
"Osmancik","2206",607.707,"TRUE",9414,407.8250122,179.5458832,66.91815948,0.927948713,9583,0.810433865
"Osmancik","2215",420.357,"TRUE",12574,466.519989,197.8632355,81.88799286,0.910339832,12902,0.661789477
"Osmancik","2216",476.193,"TRUE",10884,406.7189941,156.7771301,89.60812378,0.820557654,11233,0.723670185
"Cammeo","222",55.412,"TRUE",13942,502.0310059,214.3379822,83.71970367,0.92056191,14273,0.644508123
"Osmancik","2223",128.867,"TRUE",12013,443.4779968,189.286911,81.28727722,0.903095603,12160,0.567775786
"Osmancik","2227",20.436,"TRUE",10800,406.4830017,163.4089661,85.19110107,0.853350997,10960,0.630656958
"Osmancik","2239",75.707,"TRUE",14009,481.9769897,198.5250854,91.06323242,0.888591766,14455,0.684200227
"Cammeo","224",79.401,"TRUE",14126,498.4249878,216.8854828,83.81038666,0.922320008,14410,0.760771215
"Osmancik","2250",34.054,"TRUE",12220,436.9819946,171.4109192,92.14522552,0.843219638,12653,0.623978734
"Osmancik","2251",25.107,"TRUE",11690,432.5190125,183.0266266,82.307724,0.893177867,11846,0.57891351
"Osmancik","2252",90.126,"TRUE",12416,449.7399902,190.6075592,83.51945496,0.89888972,12607,0.677211761
"Osmancik","2254",32.278,"TRUE",11379,438.1640015,182.2000885,80.88666534,0.896054447,11735,0.594141603
"Cammeo","226",24.429,"TRUE",13708,486.3959961,204.6237335,86.33972931,0.906621933,14361,0.580675244
"Osmancik","2260",33.473,"TRUE",10852,433.644989,177.9626312,80.45235443,0.891980231,11315,0.776085258
"Osmancik","2261",542.712,"TRUE",9798,416.6679993,182.4251862,69.40626526,0.924795628,9994,0.586706579
"Osmancik","2271",24.064,"TRUE",10780,407.1579895,163.3930206,85.59427643,0.851807356,11096,0.673749983
"Osmancik","2272",53.99,"TRUE",11867,434.8129883,185.704483,81.847229,0.897635221,12004,0.681072056
"Osmancik","2273",96,"TRUE",10968,406.7940063,161.5101318,87.89692688,0.838943005,11184,0.693738163
"Osmancik","2275",224.938,"TRUE",10745,422.2330017,183.709549,75.03774261,0.912776828,10883,0.822300434
"Osmancik","2279",17.903,"TRUE",11385,436.6069946,180.0699005,82.65318298,0.888433099,11778,0.759759784
"Osmancik","2280",98.993,"TRUE",12053,449.6040039,189.5009918,82.26611328,0.900855184,12295,0.564464033
"Osmancik","2281",234.36,"TRUE",11964,447.506012,191.4438477,80.27490997,0.907841682,12166,0.754683673
"Osmancik","2283",19.926,"TRUE",10492,405.9100037,162.7976532,83.49519348,0.858462036,10888,0.629129946
"Osmancik","2284",273.57,"TRUE",11342,440.1990051,188.0708466,77.18611145,0.911901236,11532,0.578555405
"Osmancik","2289",37.041,"TRUE",9117,393.8380127,167.6113739,69.95188904,0.908747792,9333,0.540266693
"Cammeo","229",52.235,"TRUE",16194,528.1209717,226.8743896,91.63518524,0.914801955,16524,0.552017987
"Osmancik","2298",72.793,"TRUE",12067,440.0010071,187.7613525,82.31121063,0.898788691,12200,0.617237866
"Osmancik","2299",21.214,"TRUE",12416,447.9630127,187.2995453,85.39174652,0.890025854,12660,0.620582819
"Osmancik","2302",676.606,"TRUE",10584,437.0480042,188.4414215,72.54808807,0.922920704,10936,0.558051229
"Osmancik","2307",19.299,"TRUE",12735,441.3800049,174.7375183,94.1065979,0.842587352,13066,0.697426081
"Osmancik","2322",344.104,"TRUE",11601,447.1279907,191.3825684,78.36670685,0.912320554,11925,0.578661203
"Cammeo","233",90.524,"TRUE",14013,478.2770081,194.7825623,92.95032501,0.878794491,14374,0.604008615
"Osmancik","2333",95.782,"TRUE",11632,442.4440002,187.0115204,80.88976288,0.901615262,11860,0.794535518
"Osmancik","2338",48.205,"TRUE",12126,432.9509888,169.8047485,92.43898773,0.838836133,12476,0.751860142
"Osmancik","2347",18.402,"TRUE",10866,404.3580017,163.9323578,85.32536316,0.853866994,11039,0.628673911
"Osmancik","2350",40.643,"TRUE",8328,369.7380066,152.5658569,70.56860352,0.886595726,8579,0.584421039
"Osmancik","2355",39.749,"TRUE",11907,448.1650085,185.9811554,82.81884003,0.895377576,12209,0.565384626
"Osmancik","2359",446.92,"TRUE",11749,455.2569885,192.5899963,78.04095459,0.914220035,12001,0.606650472
"Osmancik","2361",46.601,"TRUE",10272,413.6919861,175.919632,74.96435547,0.904662669,10462,0.594788671
"Osmancik","2367",36.247,"TRUE",10993,428.70401,179.5782318,78.64100647,0.899013638,11169,0.568760335
"Osmancik","2370",39.301,"TRUE",9080,396.5400085,165.6870117,70.25222778,0.905659556,9387,0.578086197
"Osmancik","2374",28.216,"TRUE",10214,392.2399902,158.9323425,82.07255554,0.856347919,10371,0.664541304
"Osmancik","2376",27.355,"TRUE",11226,425.0130005,180.2342834,79.79391479,0.896658301,11414,0.713078856
"Osmancik","2377",91.535,"TRUE",14932,488.8649902,203.9393005,94.11239624,0.88715446,15200,0.78161639
"Osmancik","2380",103.65,"TRUE",9519,402.2189941,173.3811798,70.5107193,0.913570523,9682,0.751005888
"Osmancik","2391",35.446,"TRUE",11828,437.9070129,184.9572601,82.3454361,0.895424545,12020,0.616426945
"Osmancik","2392",231.832,"TRUE",11624,452.3710022,190.0177155,79.30647278,0.908739626,11979,0.58600527
"Osmancik","2394",428.715,"TRUE",12136,455.4289856,195.5704041,80.09986877,0.912278473,12334,0.772304952
"Osmancik","2396",21.133,"TRUE",12347,452.2900085,186.8960419,85.22989655,0.889965236,12659,0.605245113
"Osmancik","2400",254.484,"TRUE",10536,425.3670044,182.9502106,73.86765289,0.914865732,10704,0.750427365
"Osmancik","2402",52.207,"TRUE",11569,433.0130005,183.7203064,80.48042297,0.898945987,11734,0.610372484
"Osmancik","2407",25.061,"TRUE",10144,416.151001,173.6658173,75.35470581,0.900958002,10414,0.570400357
"Osmancik","2409",21.709,"TRUE",12099,427.1789856,170.9197998,91.33011627,0.845266581,12326,0.786159873
"Osmancik","2415",23.308,"TRUE",11266,414.7290039,166.4273529,87.76852417,0.849636734,11452,0.619010985
"Osmancik","2416",22.992,"TRUE",12161,430.5870056,171.6247559,92.09138489,0.843845844,12460,0.688696325
"Osmancik","2418",23.222,"TRUE",12161,448.5920105,186.4012909,84.41882324,0.891567647,12453,0.60783726
"Osmancik","2419",34.381,"TRUE",12397,433.3519897,171.6092987,92.98809814,0.840469182,12631,0.634766996
"Osmancik","2421",88.165,"TRUE",11703,422.053009,166.0104065,91.12495422,0.835880697,12023,0.653762341
"Osmancik","2423",24.557,"TRUE",11782,433.7369995,182.7408142,83.0475235,0.890769541,12083,0.756565869
"Osmancik","2425",49.726,"TRUE",12678,452.9259949,190.8385925,85.65090179,0.893625557,12930,0.639527857
"Osmancik","2426",70.373,"TRUE",11840,420.1409912,166.928894,90.9812851,0.838416398,12021,0.796609044
"Osmancik","2428",883.224,"TRUE",13056,485.6610107,205.5296478,82.62532806,0.915634513,13492,0.536423028
"Cammeo","243",119.378,"TRUE",15741,523.776001,227.5023346,89.1243515,0.920071125,15999,0.563224554
"Osmancik","2432",31.962,"TRUE",14658,477.1170044,189.5666351,99.99777985,0.849550545,15048,0.649503708
"Osmancik","2435",24.977,"TRUE",12692,447.7390137,174.8806305,94.16078949,0.842670977,13148,0.645706117
"Osmancik","2437",19.775,"TRUE",13553,455.1900024,179.3602295,97.49701691,0.839356005,13877,0.721211135
"Osmancik","2439",109.118,"TRUE",12837,464.7680054,194.3007202,85.33184052,0.898401976,13053,0.584270179
"Osmancik","2440",60.786,"TRUE",12885,463.4379883,192.967865,86.65742493,0.893493056,13263,0.589028597
"Osmancik","2441",42.945,"TRUE",11911,441.0599976,185.2055817,82.24365234,0.89599365,12119,0.580458105
"Osmancik","2442",47.584,"TRUE",13045,446.006012,174.6897736,96.45601654,0.833740771,13351,0.632791638
"Osmancik","2445",68.84,"TRUE",12237,432.3900146,169.6468048,93.41069031,0.83475697,12577,0.704571605
"Osmancik","2446",231.41,"TRUE",12675,466.1010132,195.8082275,83.40395355,0.904748023,12977,0.580250859
"Osmancik","2447",45.659,"TRUE",12649,459.9450073,190.4369659,85.74949646,0.892888606,12886,0.698184013
"Osmancik","2448",49.173,"TRUE",13217,471.7510071,194.1313171,88.09217834,0.891115665,13520,0.572090209
"Cammeo","245",40.943,"TRUE",16376,531.0009766,227.9448547,92.66851807,0.913633347,16667,0.741767466
"Osmancik","2454",20.047,"TRUE",10167,406.8259888,160.961853,82.92120361,0.857093692,10479,0.665031374
"Osmancik","2457",17.892,"TRUE",11794,422.1019897,169.2856598,89.53070831,0.848700643,12026,0.76395905
"Osmancik","2459",80.163,"TRUE",12204,436.855011,169.2932281,93.1858139,0.834874511,12505,0.747794092
"Osmancik","2460",18.475,"TRUE",11458,437.4410095,178.6035919,83.98284912,0.882549644,11732,0.762037754
"Osmancik","2466",48.017,"TRUE",12340,456.3970032,189.2250671,84.49087524,0.894778669,12624,0.636148036
"Osmancik","2475",110.576,"TRUE",13117,451.8680115,173.7209015,98.30622101,0.824483514,13453,0.655620515
"Osmancik","2476",1200.472,"TRUE",10713,443.4039917,192.8861847,71.78689575,0.928163648,10969,0.696101367
"Osmancik","2478",38.499,"TRUE",10483,419.0159912,176.6201019,76.32421875,0.901807606,10773,0.692861855
"Osmancik","2481",19.004,"TRUE",10784,424.1440125,176.9599609,78.46128082,0.896331608,11091,0.636900544
"Osmancik","2487",196.051,"TRUE",10740,422.7680054,182.96492,75.03801727,0.912030458,10886,0.556361377
"Osmancik","2492",219.173,"TRUE",12714,434.1180115,169.2552185,96.89130402,0.819934905,12993,0.741946757
"Osmancik","2499",39.684,"TRUE",10989,431.1239929,180.4800415,78.81407928,0.899611354,11268,0.685955048
"Osmancik","2500",19.809,"TRUE",9516,386.8210144,155.5244904,79.22835541,0.860513926,9753,0.698883653
"Osmancik","2502",65.391,"TRUE",12675,453.3519897,191.3368225,85.12999725,0.895569205,12856,0.571847498
"Osmancik","2503",1272.053,"TRUE",9292,414.118988,183.6397095,64.87107086,0.935528278,9442,0.501078486
"Osmancik","2506",26.175,"TRUE",14350,472.0209961,189.9021759,97.03052521,0.859610438,14577,0.651798666
"Osmancik","2517",21.526,"TRUE",10669,404.8009949,162.4951935,84.97767639,0.852360308,10908,0.675253153
"Osmancik","2518",348.958,"TRUE",9768,413.5580139,179.79776,69.92797089,0.921269119,9943,0.702531636
"Osmancik","2521",63.275,"TRUE",10815,420.8150024,179.9677277,77.09936523,0.90358603,10981,0.569210529
"Osmancik","2522",125.093,"TRUE",10829,404.7510071,160.1178894,87.50862122,0.837441981,11138,0.721452355
"Osmancik","2525",18.772,"TRUE",12366,451.8609924,180.86586,89.14078522,0.870111048,12620,0.586622417
"Osmancik","2526",162.491,"TRUE",9621,408.7170105,175.7335663,70.45018005,0.916125298,9779,0.516425133
"Osmancik","2528",38.105,"TRUE",13060,465.6480103,192.3720093,87.59804535,0.890308678,13352,0.580547631
"Osmancik","2537",122.036,"TRUE",12613,459.9129944,193.3721466,84.31452942,0.899935961,12937,0.627887309
